"Hospital.Name","Provider.ID","Address","City","State","ZIP.Code","Full","lon","lat"
"CHRISTUS SPOHN HOSPITAL BEEVILLE",450082,"1500 E HOUSTON HWY","BEEVILLE","TX",78102,"1500 E HOUSTON HWY, BEEVILLE, TX, 78102, USA",-86.801871,33.506161
"GRAHAM REGIONAL MEDICAL CENTER",450085,"1301 MONTGOMERY ROAD","GRAHAM","TX",76450,"1301 MONTGOMERY ROAD, GRAHAM, TX, 76450, USA",-86.801871,33.506161
"HILL REGIONAL HOSPITAL",450192,"101 CIRCLE DRIVE","HILLSBORO","TX",76645,"101 CIRCLE DRIVE, HILLSBORO, TX, 76645, USA",-86.801871,33.506161
"FALLS COMMUNITY HOSPITAL AND CLINIC",450348,"322 COLEMAN STREET","MARLIN","TX",76661,"322 COLEMAN STREET, MARLIN, TX, 76661, USA",-86.801871,33.506161
"COLUMBUS COMMUNITY HOSPITAL",450370,"110 SHULT DR","COLUMBUS","TX",78934,"110 SHULT DR, COLUMBUS, TX, 78934, USA",-86.801871,33.506161
"BROWNFIELD REGIONAL MEDICAL CENTER",450399,"705 EAST FELT STREET","BROWNFIELD","TX",79316,"705 EAST FELT STREET, BROWNFIELD, TX, 79316, USA",-86.801871,33.506161
"EASTLAND MEMORIAL HOSPITAL",450411,"304 S DAUGHERTY","EASTLAND","TX",76448,"304 S DAUGHERTY, EASTLAND, TX, 76448, USA",-86.801871,33.506161
"ETMC HENDERSON",450475,"300 WILSON STREET","HENDERSON","TX",75652,"300 WILSON STREET, HENDERSON, TX, 75652, USA",-86.801871,33.506161
"PALO PINTO GENERAL HOSPITAL",450565,"400 SOUTHWEST 25 AVE","MINERAL WELLS","TX",76067,"400 SOUTHWEST 25 AVE, MINERAL WELLS, TX, 76067, USA",-86.801871,33.506161
"HILL COUNTRY MEMORIAL HOSPITAL INC",450604,"1020 SOUTH STATE HIGHWAY 16","FREDERICKSBURG","TX",78624,"1020 SOUTH STATE HIGHWAY 16, FREDERICKSBURG, TX, 78624, USA",-86.801871,33.506161
"SCENIC MOUNTAIN MEDICAL CENTER",450653,"1601 W 11TH PLACE","BIG SPRING","TX",79720,"1601 W 11TH PLACE, BIG SPRING, TX, 79720, USA",-86.801871,33.506161
"CHRISTUS SPOHN HOSPITAL ALICE",450828,"2500 E MAIN STREET","ALICE","TX",78332,"2500 E MAIN STREET, ALICE, TX, 78332, USA",-86.801871,33.506161
"ASHLEY REGIONAL MEDICAL CENTER",460030,"150 WEST 100 NORTH","VERNAL","UT",84078,"150 WEST 100 NORTH, VERNAL, UT, 84078, USA",-86.801871,33.506161
"SOUTHAMPTON MEMORIAL HOSPITAL",490092,"100 FAIRVIEW DRIVE - PO BOX 817","FRANKLIN","VA",23851,"100 FAIRVIEW DRIVE - PO BOX 817, FRANKLIN, VA, 23851, USA",-86.801871,33.506161
"SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER",490097,"727 NORTH MAIN STREET","EMPORIA","VA",23847,"727 NORTH MAIN STREET, EMPORIA, VA, 23847, USA",-86.801871,33.506161
"CASCADE VALLEY HOSPITAL",500060,"330 S STILLAGUAMISH AVE","ARLINGTON","WA",98223,"330 S STILLAGUAMISH AVE, ARLINGTON, WA, 98223, USA",-86.801871,33.506161
"EVERGREEN HEALTH MONROE",500084,"14701 179TH SE","MONROE","WA",98272,"14701 179TH SE, MONROE, WA, 98272, USA",-86.801871,33.506161
"WILLIAMSON MEMORIAL HOSPITAL",510077,"859 ALDERSON STREET","WILLIAMSON","WV",25661,"859 ALDERSON STREET, WILLIAMSON, WV, 25661, USA",-86.801871,33.506161
"AURORA MEDICAL CTR MANITOWOC COUNTY",520034,"5000 MEMORIAL DRIVE","TWO RIVERS","WI",54241,"5000 MEMORIAL DRIVE, TWO RIVERS, WI, 54241, USA",-86.801871,33.506161
"ST LUKE'S HOSPITAL AT THE VINTAGE",670075,"20171 CHASEWOOD PARK DRIVE","HOUSTON","TX",77070,"20171 CHASEWOOD PARK DRIVE, HOUSTON, TX, 77070, USA",-86.801871,33.506161
"CLAY COUNTY HOSPITAL",10073,"83825 HIGHWAY 9    P O BOX 1270","ASHLAND","AL",36251,"83825 HIGHWAY 9    P O BOX 1270, ASHLAND, AL, 36251, USA",-86.801871,33.506161
"BRYAN W. WHITFIELD MEMORIAL HOSPITAL",10112,"105 HIGHWAY 80 EAST","DEMOPOLIS","AL",36732,"105 HIGHWAY 80 EAST, DEMOPOLIS, AL, 36732, USA",-86.801871,33.506161
"TROY REGIONAL MEDICAL CENTER",10126,"1330 HIGHWAY 231 SOUTH","TROY","AL",36081,"1330 HIGHWAY 231 SOUTH, TROY, AL, 36081, USA",-86.801871,33.506161
"NORTH BALDWIN INFIRMARY",10129,"1815 HAND AVENUE","BAY MINETTE","AL",36507,"1815 HAND AVENUE, BAY MINETTE, AL, 36507, USA",-86.801871,33.506161
"OUACHITA COUNTY MEDICAL CENTER",40050,"638 CALIFORNIA AVENUE","CAMDEN","AR",71701,"638 CALIFORNIA AVENUE, CAMDEN, AR, 71701, USA",-86.801871,33.506161
"NORTH METRO MEDICAL CENTER",40074,"1400 BRADEN STREET","JACKSONVILLE","AR",72076,"1400 BRADEN STREET, JACKSONVILLE, AR, 72076, USA",-86.801871,33.506161
"GREATER EL MONTE COMMUNITY HOSPITAL",50738,"1701 SANTA ANITA AVE","SOUTH EL MONTE","CA",91733,"1701 SANTA ANITA AVE, SOUTH EL MONTE, CA, 91733, USA",-86.801871,33.506161
"DOCTOR'S MEMORIAL HOSPITAL INC",100106,"333 N BYRON BUTLER PKWY","PERRY","FL",32348,"333 N BYRON BUTLER PKWY, PERRY, FL, 32348, USA",-86.801871,33.506161
"DONALSONVILLE HOSPITAL INC",110194,"102 HOSPITAL CIR","DONALSONVILLE","GA",39845,"102 HOSPITAL CIR, DONALSONVILLE, GA, 39845, USA",-86.801871,33.506161
"KENTUCKIANA MEDICAL CENTER LLC",150176,"4601 MEDICAL PLAZA WAY","CLARKSVILLE","IN",47129,"4601 MEDICAL PLAZA WAY, CLARKSVILLE, IN, 47129, USA",-86.801871,33.506161
"ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CT",180115,"145 NEWCOMB AVENUE","MOUNT VERNON","KY",40456,"145 NEWCOMB AVENUE, MOUNT VERNON, KY, 40456, USA",-86.801871,33.506161
"CHRISTUS LAKE AREA HOSPITAL",190201,"4200 NELSON ROAD","LAKE CHARLES","LA",70605,"4200 NELSON ROAD, LAKE CHARLES, LA, 70605, USA",-86.801871,33.506161
"ST ALEXIUS HOSPITAL",260210,"3933 S BROADWAY","SAINT LOUIS","MO",63118,"3933 S BROADWAY, SAINT LOUIS, MO, 63118, USA",-86.801871,33.506161
"INTEGRIS MIAMI HOSPITAL",370004,"200 SECOND AVENUE SOUTHWEST","MIAMI","OK",74355,"200 SECOND AVENUE SOUTHWEST, MIAMI, OK, 74355, USA",-86.801871,33.506161
"PURCELL MUNICIPAL HOSPITAL",370158,"1500 NORTH GREEN AVENUE","PURCELL","OK",73080,"1500 NORTH GREEN AVENUE, PURCELL, OK, 73080, USA",-86.801871,33.506161
"HILLCREST HOSPITAL HENRYETTA",370183,"2401 W MAIN DEWEY","HENRYETTA","OK",74437,"2401 W MAIN DEWEY, HENRYETTA, OK, 74437, USA",-86.801871,33.506161
"KANE COMMUNITY HOSPITAL",390104,"4372 ROUTE 6","KANE","PA",16735,"4372 ROUTE 6, KANE, PA, 16735, USA",-86.801871,33.506161
"GROVE CITY MEDICAL CENTER",390266,"631 NORTH BROAD STREET EXT.","GROVE CITY","PA",16127,"631 NORTH BROAD STREET EXT., GROVE CITY, PA, 16127, USA",-86.801871,33.506161
"HARDIN MEDICAL CENTER",440109,"935 WAYNE ROAD","SAVANNAH","TN",38372,"935 WAYNE ROAD, SAVANNAH, TN, 38372, USA",-86.801871,33.506161
"ANSON GENERAL HOSPITAL",450078,"101 AVENUE J","ANSON","TX",79501,"101 AVENUE J, ANSON, TX, 79501, USA",-86.801871,33.506161
"TYLER COUNTY HOSPITAL",450460,"1100 WEST BLUFF","WOODVILLE","TX",75979,"1100 WEST BLUFF, WOODVILLE, TX, 75979, USA",-86.801871,33.506161
"MOUNTAIN WEST MEDICAL CENTER",460014,"2055 NORTH MAIN STREET","TOOELE","UT",84074,"2055 NORTH MAIN STREET, TOOELE, UT, 84074, USA",-86.801871,33.506161
"WELCH COMMUNITY HOSPITAL",510086,"454 MCDOWELL STREET","WELCH","WV",24801,"454 MCDOWELL STREET, WELCH, WV, 24801, USA",-86.801871,33.506161
"ST JOHNS MEDICAL CENTER",530015,"625 EAST BROADWAY","JACKSON","WY",83001,"625 EAST BROADWAY, JACKSON, WY, 83001, USA",-86.801871,33.506161
"GEORGIANA MEDICAL CENTER",10047,"515 N MIRANDA AVENUE","GEORGIANA","AL",36033,"515 N MIRANDA AVENUE, GEORGIANA, AL, 36033, USA",-86.801871,33.506161
"D W MCMILLAN MEMORIAL HOSPITAL",10099,"1301 BELLEVILLE AVENUE","BREWTON","AL",36426,"1301 BELLEVILLE AVENUE, BREWTON, AL, 36426, USA",-86.801871,33.506161
"BULLOCK COUNTY HOSPITAL",10110,"102 WEST CONECUH AVENUE","UNION SPRINGS","AL",36089,"102 WEST CONECUH AVENUE, UNION SPRINGS, AL, 36089, USA",-86.801871,33.506161
"JACKSON MEDICAL CENTER",10128,"220 HOSPITAL DRIVE","JACKSON","AL",36545,"220 HOSPITAL DRIVE, JACKSON, AL, 36545, USA",-86.801871,33.506161
"YUKON KUSKOKWIM DELTA REG HOSPITAL",20018,"PO BOX 287","BETHEL","AK",99559,"PO BOX 287, BETHEL, AK, 99559, USA",-86.801871,33.506161
"FORREST CITY MEDICAL CENTER",40019,"1601 NEWCASTLE ROAD","FORREST CITY","AR",72335,"1601 NEWCASTLE ROAD, FORREST CITY, AR, 72335, USA",-86.801871,33.506161
"FIVE RIVERS MEDICAL CENTER",40047,"2801 MEDICAL CENTER DRIVE","POCAHONTAS","AR",72455,"2801 MEDICAL CENTER DRIVE, POCAHONTAS, AR, 72455, USA",-86.801871,33.506161
"OAK VALLEY HOSPITAL DISTRICT",50067,"350 S OAK AVE","OAKDALE","CA",95361,"350 S OAK AVE, OAKDALE, CA, 95361, USA",-86.801871,33.506161
"PALO VERDE HOSPITAL",50423,"250 NORTH FIRST STREET","BLYTHE","CA",92225,"250 NORTH FIRST STREET, BLYTHE, CA, 92225, USA",-86.801871,33.506161
"GRADY GENERAL HOSPITAL",110121,"1155 5TH STREET, SE","CAIRO","GA",39828,"1155 5TH STREET, SE, CAIRO, GA, 39828, USA",-86.801871,33.506161
"PINNACLE HOSPITAL",150166,"9301 CONNECTICUT DR","CROWN POINT","IN",46307,"9301 CONNECTICUT DR, CROWN POINT, IN, 46307, USA",-86.801871,33.506161
"SAVOY MEDICAL CENTER",190025,"801 POINCIANA AVENUE","MAMOU","LA",70554,"801 POINCIANA AVENUE, MAMOU, LA, 70554, USA",-86.801871,33.506161
"AVOYELLES HOSPITAL",190099,"4231 HIGHWAY 1192","MARKSVILLE","LA",71351,"4231 HIGHWAY 1192, MARKSVILLE, LA, 71351, USA",-86.801871,33.506161
"MOREHOUSE GENERAL HOSPITAL",190116,"323 W WALNUT","BASTROP","LA",71220,"323 W WALNUT, BASTROP, LA, 71220, USA",-86.801871,33.506161
"DESOTO REGIONAL HEALTH SYSTEM",190118,"207 JEFFERSON STREET","MANSFIELD","LA",71052,"207 JEFFERSON STREET, MANSFIELD, LA, 71052, USA",-86.801871,33.506161
"LASALLE GENERAL HOSPITAL",190145,"187 NINTH ST/HWY 84 WEST","JENA","LA",71342,"187 NINTH ST/HWY 84 WEST, JENA, LA, 71342, USA",-86.801871,33.506161
"EAST CARROLL PARISH HOSPITAL",190208,"336 NORTH HOOD STREET","LAKE PROVIDENCE","LA",71254,"336 NORTH HOOD STREET, LAKE PROVIDENCE, LA, 71254, USA",-86.801871,33.506161
"ALLIANCE HEALTHCARE SYSTEM",250012,"1430 HIGHWAY 4 EAST / P O BOX 6000","HOLLY SPRINGS","MS",38635,"1430 HIGHWAY 4 EAST / P O BOX 6000, HOLLY SPRINGS, MS, 38635, USA",-86.801871,33.506161
"WAYNE GENERAL HOSPITAL",250077,"950 MATTHEW DR","WAYNESBORO","MS",39367,"950 MATTHEW DR, WAYNESBORO, MS, 39367, USA",-86.801871,33.506161
"NEVADA REGIONAL MEDICAL CENTER",260061,"800 S ASH ST","NEVADA","MO",64772,"800 S ASH ST, NEVADA, MO, 64772, USA",-86.801871,33.506161
"SOUTHEAST HEALTH CENTER OF RIPLEY COUNTY",260080,"109 PLUM ST","DONIPHAN","MO",63935,"109 PLUM ST, DONIPHAN, MO, 63935, USA",-86.801871,33.506161
"BERTRAND CHAFFEE HOSPITAL",330111,"224 EAST MAIN STREET","SPRINGVILLE","NY",14141,"224 EAST MAIN STREET, SPRINGVILLE, NY, 14141, USA",-86.801871,33.506161
"IRA DAVENPORT MEMORIAL HOSPITAL, INC",330144,"7571 STATE ROUTE 54","BATH","NY",14810,"7571 STATE ROUTE 54, BATH, NY, 14810, USA",-86.801871,33.506161
"BRISTOW MEDICAL CENTER",370041,"700 W. 7TH STREET","BRISTOW","OK",74010,"700 W. 7TH STREET, BRISTOW, OK, 74010, USA",-86.801871,33.506161
"WAGONER COMMUNITY HOSPITAL",370166,"1200 WEST CHEROKEE STREET","WAGONER","OK",74467,"1200 WEST CHEROKEE STREET, WAGONER, OK, 74467, USA",-86.801871,33.506161
"CHOCTAW NATION HEALTH SERVICES AUTHORITY",370172,"1 CHOCTAW WAY","TALIHINA","OK",74571,"1 CHOCTAW WAY, TALIHINA, OK, 74571, USA",-86.801871,33.506161
"NASON HOSPITAL",390062,"105 NASON DRIVE","ROARING SPRING","PA",16673,"105 NASON DRIVE, ROARING SPRING, PA, 16673, USA",-86.801871,33.506161
"BERWICK HOSPITAL CENTER",390072,"701 EAST 16TH STREET","BERWICK","PA",18603,"701 EAST 16TH STREET, BERWICK, PA, 18603, USA",-86.801871,33.506161
"LAKE CITY COMMUNITY HOSPITAL",420066,"258 N RON MCNAIR BLVD","LAKE CITY","SC",29560,"258 N RON MCNAIR BLVD, LAKE CITY, SC, 29560, USA",-86.801871,33.506161
"PHS INDIAN HOSPITAL AT PINE RIDGE",430081,"HIGHWAY 18, MAIN ST., BLDG. 159","PINE RIDGE","SD",57770,"HIGHWAY 18, MAIN ST., BLDG. 159, PINE RIDGE, SD, 57770, USA",-86.801871,33.506161
"WAYNE MEDICAL CENTER",440010,"103 J V MANGUBAT DR","WAYNESBORO","TN",38485,"103 J V MANGUBAT DR, WAYNESBORO, TN, 38485, USA",-86.801871,33.506161
"PERRY COMMUNITY HOSPITAL",440040,"2718 SQUIRREL HOLLOW DRIVE","LINDEN","TN",37096,"2718 SQUIRREL HOLLOW DRIVE, LINDEN, TN, 37096, USA",-86.801871,33.506161
"HOUSTON COUNTY COMMUNITY HOSPITAL",440232,"5001 EAST MAIN STREET","ERIN","TN",37061,"5001 EAST MAIN STREET, ERIN, TN, 37061, USA",-86.801871,33.506161
"CHILDRESS REGIONAL MEDICAL CENTER",450369,"HWY 83 NORTH","CHILDRESS","TX",79201,"HWY 83 NORTH, CHILDRESS, TX, 79201, USA",-86.801871,33.506161
"UINTAH BASIN MEDICAL CENTER",460019,"250 WEST 300 NORTH","ROOSEVELT","UT",84066,"250 WEST 300 NORTH, ROOSEVELT, UT, 84066, USA",-86.801871,33.506161
"TUBA CITY REGIONAL HEALTH CARE CORPORATION",30073,"PO BOX 600","TUBA CITY","AZ",86045,"PO BOX 600, TUBA CITY, AZ, 86045, USA",-86.801871,33.506161
"GILBERT HOSPITAL",30120,"5656 SOUTH POWER ROAD","GILBERT","AZ",85295,"5656 SOUTH POWER ROAD, GILBERT, AZ, 85295, USA",-86.801871,33.506161
"FLORENCE HOSPITAL AT ANTHEM, LLC",30132,"4545 NORTH HUNT HIGHWAY","FLORENCE","AZ",85132,"4545 NORTH HUNT HIGHWAY, FLORENCE, AZ, 85132, USA",-86.801871,33.506161
"KAISER FOUNDATION HOSPITAL-SAN JOSE",50604,"250 HOSPITAL PARKWAY","SAN JOSE","CA",95119,"250 HOSPITAL PARKWAY, SAN JOSE, CA, 95119, USA",-86.801871,33.506161
"DELANO REGIONAL MEDICAL CENTER",50608,"1401 GARCES HIGHWAY","DELANO","CA",93215,"1401 GARCES HIGHWAY, DELANO, CA, 93215, USA",-86.801871,33.506161
"SOUTH COAST GLOBAL MEDICAL CENTER",50747,"2701 S BRISTOL ST","SANTA ANA","CA",92704,"2701 S BRISTOL ST, SANTA ANA, CA, 92704, USA",-86.801871,33.506161
"FOOTHILL REGIONAL MEDICAL CENTER",50780,"14662 NEWPORT AVE","TUSTIN","CA",92780,"14662 NEWPORT AVE, TUSTIN, CA, 92780, USA",-86.801871,33.506161
"SONOMA WEST MEDICAL CENTER",50781,"501 PETALUMA AVENUE","SEBASTOPOL","CA",95472,"501 PETALUMA AVENUE, SEBASTOPOL, CA, 95472, USA",-86.801871,33.506161
"YAMPA VALLEY MEDICAL CENTER",60049,"1024 CENTRAL PARK DR","STEAMBOAT SPRINGS","CO",80487,"1024 CENTRAL PARK DR, STEAMBOAT SPRINGS, CO, 80487, USA",-86.801871,33.506161
"ELBERT MEMORIAL HOSPITAL",110026,"4 MEDICAL DRIVE","ELBERTON","GA",30635,"4 MEDICAL DRIVE, ELBERTON, GA, 30635, USA",-86.801871,33.506161
"WASHINGTON COUNTY REGIONAL MEDICAL CENTER",110086,"610 SPARTA ROAD","SANDERSVILLE","GA",31082,"610 SPARTA ROAD, SANDERSVILLE, GA, 31082, USA",-86.801871,33.506161
"CROSSROADS COMMUNITY HOSPITAL",140294,"8 DOCTORS PARK ROAD","MOUNT VERNON","IL",62864,"8 DOCTORS PARK ROAD, MOUNT VERNON, IL, 62864, USA",-86.801871,33.506161
"MERCY HOSPITAL-FORT SCOTT",170058,"401 WOODLAND HILLS BLVD","FORT SCOTT","KS",66701,"401 WOODLAND HILLS BLVD, FORT SCOTT, KS, 66701, USA",-86.801871,33.506161
"COFFEY COUNTY HOSPITAL",170094,"801 NORTH 4TH STREET","BURLINGTON","KS",66839,"801 NORTH 4TH STREET, BURLINGTON, KS, 66839, USA",-86.801871,33.506161
"MCPHERSON HOSPITAL INC",170105,"1000 HOSPITAL DRIVE","MCPHERSON","KS",67460,"1000 HOSPITAL DRIVE, MCPHERSON, KS, 67460, USA",-86.801871,33.506161
"ABBEVILLE GENERAL HOSPITAL",190034,"118 N HOSPITAL DR","ABBEVILLE","LA",70510,"118 N HOSPITAL DR, ABBEVILLE, LA, 70510, USA",-86.801871,33.506161
"INLAND HOSPITAL",200041,"200 KENNEDY MEMORIAL DRIVE","WATERVILLE","ME",4901,"200 KENNEDY MEMORIAL DRIVE, WATERVILLE, ME, 4901, USA",-86.801871,33.506161
"MERIT HEALTH MADISON",250038,"161 RIVER OAKS DRIVE","CANTON","MS",39046,"161 RIVER OAKS DRIVE, CANTON, MS, 39046, USA",-86.801871,33.506161
"SOUTH SUNFLOWER COUNTY HOSPITAL",250095,"121 E BAKER ST","INDIANOLA","MS",38751,"121 E BAKER ST, INDIANOLA, MS, 38751, USA",-86.801871,33.506161
"NORTHERN MONTANA HOSPITAL",270032,"30 13TH ST","HAVRE","MT",59501,"30 13TH ST, HAVRE, MT, 59501, USA",-86.801871,33.506161
"ARTESIA GENERAL HOSPITAL",320030,"702 N 13TH STREET","ARTESIA","NM",88210,"702 N 13TH STREET, ARTESIA, NM, 88210, USA",-86.801871,33.506161
"GALLUP INDIAN MEDICAL CENTER",320061,"516 E NIZHONI BLVD","GALLUP","NM",87301,"516 E NIZHONI BLVD, GALLUP, NM, 87301, USA",-86.801871,33.506161
"CROWNPOINT HEALTHCARE FACILITY",320062,"JUNCTION OF HWY 371","CROWNPOINT","NM",87313,"JUNCTION OF HWY 371, CROWNPOINT, NM, 87313, USA",-86.801871,33.506161
"EASTERN LONG ISLAND HOSPITAL",330088,"201 MANOR PLACE","GREENPORT","NY",11944,"201 MANOR PLACE, GREENPORT, NY, 11944, USA",-86.801871,33.506161
"CLIFTON SPRINGS HOSPITAL AND CLINIC",330265,"2 COULTER ROAD","CLIFTON SPRINGS","NY",14432,"2 COULTER ROAD, CLIFTON SPRINGS, NY, 14432, USA",-86.801871,33.506161
"MEMORIAL HOSPITAL",360092,"500 LONDON AVENUE","MARYSVILLE","OH",43040,"500 LONDON AVENUE, MARYSVILLE, OH, 43040, USA",-86.801871,33.506161
"PUNXSUTAWNEY AREA HOSPITAL",390199,"81 HILLCREST DRIVE","PUNXSUTAWNEY","PA",15767,"81 HILLCREST DRIVE, PUNXSUTAWNEY, PA, 15767, USA",-86.801871,33.506161
"ROLLING PLAINS MEMORIAL HOSPITAL",450055,"200 E ARIZONA","SWEETWATER","TX",79556,"200 E ARIZONA, SWEETWATER, TX, 79556, USA",-86.801871,33.506161
"NIX HEALTH CARE SYSTEM",450130,"414 NAVARRO, SUITE 600","SAN ANTONIO","TX",78205,"414 NAVARRO, SUITE 600, SAN ANTONIO, TX, 78205, USA",-86.801871,33.506161
"SOUTH TEXAS REGIONAL MEDICAL CENTER",450165,"1905 HWY 97 EAST","JOURDANTON","TX",78026,"1905 HWY 97 EAST, JOURDANTON, TX, 78026, USA",-86.801871,33.506161
"SCOTT & WHITE HOSPITAL BRENHAM",450187,"700 MEDICAL PARKWAY","BRENHAM","TX",77833,"700 MEDICAL PARKWAY, BRENHAM, TX, 77833, USA",-86.801871,33.506161
"CUERO COMMUNITY HOSPITAL",450597,"2550 N ESPLANADE","CUERO","TX",77954,"2550 N ESPLANADE, CUERO, TX, 77954, USA",-86.801871,33.506161
"MOUNTAIN VIEW HOSPITAL",460013,"1000 EAST 100 NORTH","PAYSON","UT",84651,"1000 EAST 100 NORTH, PAYSON, UT, 84651, USA",-86.801871,33.506161
"OCONOMOWOC MEMORIAL HOSPITAL",520062,"791 E SUMMIT AVE","OCONOMOWOC","WI",53066,"791 E SUMMIT AVE, OCONOMOWOC, WI, 53066, USA",-86.801871,33.506161
"IVINSON MEMORIAL HOSPITAL",530025,"255 N 30TH","LARAMIE","WY",82072,"255 N 30TH, LARAMIE, WY, 82072, USA",-86.801871,33.506161
"CRENSHAW COMMUNITY HOSPITAL",10008,"101 HOSPITAL CIRCLE","LUVERNE","AL",36049,"101 HOSPITAL CIRCLE, LUVERNE, AL, 36049, USA",-86.801871,33.506161
"CHEROKEE MEDICAL CENTER",10022,"400 NORTHWOOD DR","CENTRE","AL",35960,"400 NORTHWOOD DR, CENTRE, AL, 35960, USA",-86.801871,33.506161
"BIBB MEDICAL CENTER",10058,"208 PIERSON AVE","CENTREVILLE","AL",35042,"208 PIERSON AVE, CENTREVILLE, AL, 35042, USA",-86.801871,33.506161
"GROVE HILL MEMORIAL HOSPITAL",10091,"295 JACKSON HWY S","GROVE HILL","AL",36451,"295 JACKSON HWY S, GROVE HILL, AL, 36451, USA",-86.801871,33.506161
"HALE COUNTY HOSPITAL",10095,"508 GREEN STREET","GREENSBORO","AL",36744,"508 GREEN STREET, GREENSBORO, AL, 36744, USA",-86.801871,33.506161
"L V STABLER MEMORIAL HOSPITAL",10150,"29 L V STABLER DRIVE","GREENVILLE","AL",36037,"29 L V STABLER DRIVE, GREENVILLE, AL, 36037, USA",-86.801871,33.506161
"BARTLETT REGIONAL HOSPITAL",20008,"3260 HOSPITAL DR","JUNEAU","AK",99801,"3260 HOSPITAL DR, JUNEAU, AK, 99801, USA",-86.801871,33.506161
"MT. GRAHAM REGIONAL MEDICAL CENTER",30068,"1600 SOUTH 20TH AVENUE","SAFFORD","AZ",85546,"1600 SOUTH 20TH AVENUE, SAFFORD, AZ, 85546, USA",-86.801871,33.506161
"FORT DEFIANCE INDIAN HOSPITAL",30071,"PO BOX 649","FORT DEFIANCE","AZ",86504,"PO BOX 649, FORT DEFIANCE, AZ, 86504, USA",-86.801871,33.506161
"CHINLE COMPREHENSIVE HEALTH CARE FACILITY",30084,"US HWY 191, HOSPITAL ROAD","CHINLE","AZ",86503,"US HWY 191, HOSPITAL ROAD, CHINLE, AZ, 86503, USA",-86.801871,33.506161
"WHITERIVER PHS INDIAN HOSPITAL",30113,"200 WEST HOSPITAL DRIVE  (PO BOX 860)","WHITERIVER","AZ",85941,"200 WEST HOSPITAL DRIVE  (PO BOX 860), WHITERIVER, AZ, 85941, USA",-86.801871,33.506161
"SILOAM SPRINGS REGIONAL HOSPITAL",40001,"603 NORTH PROGRESS AVENUE","SILOAM SPRINGS","AR",72761,"603 NORTH PROGRESS AVENUE, SILOAM SPRINGS, AR, 72761, USA",-86.801871,33.506161
"LAC/OLIVE VIEW-UCLA MEDICAL CENTER",50040,"14445 OLIVE VIEW DRIVE","SYLMAR","CA",91342,"14445 OLIVE VIEW DRIVE, SYLMAR, CA, 91342, USA",-86.801871,33.506161
"BARTON MEMORIAL HOSPITAL",50352,"2170 SOUTH AVENUE","SOUTH LAKE TAHOE","CA",96150,"2170 SOUTH AVENUE, SOUTH LAKE TAHOE, CA, 96150, USA",-86.801871,33.506161
"COALINGA REGIONAL MEDICAL CENTER",50397,"1191 PHELPS AVENUE","COALINGA","CA",93210,"1191 PHELPS AVENUE, COALINGA, CA, 93210, USA",-86.801871,33.506161
"FAIRVIEW DEVELOPMENTAL CENTER",50548,"2501 HARBOR BOULEVARD","COSTA MESA","CA",92626,"2501 HARBOR BOULEVARD, COSTA MESA, CA, 92626, USA",-86.801871,33.506161
"CHAPMAN GLOBAL MEDICAL CENTER",50745,"2601 E CHAPMAN AVE","ORANGE","CA",92869,"2601 E CHAPMAN AVE, ORANGE, CA, 92869, USA",-86.801871,33.506161
"COLORADO PLAINS MEDICAL CENTER",60044,"1000 LINCOLN ST","FORT MORGAN","CO",80701,"1000 LINCOLN ST, FORT MORGAN, CO, 80701, USA",-86.801871,33.506161
"HEALTHMARK REGIONAL MEDICAL CENTER",100081,"4413 US HWY 331 S","DEFUNIAK SPRINGS","FL",32435,"4413 US HWY 331 S, DEFUNIAK SPRINGS, FL, 32435, USA",-86.801871,33.506161
"SACRED HEART HOSPITAL ON THE GULF",100313,"3801 E HWY 98","PORT SAINT JOE","FL",32456,"3801 E HWY 98, PORT SAINT JOE, FL, 32456, USA",-86.801871,33.506161
"DORMINY MEDICAL CENTER",110073,"200 PERRY HOUSE ROAD, BOX 1447","FITZGERALD","GA",31750,"200 PERRY HOUSE ROAD, BOX 1447, FITZGERALD, GA, 31750, USA",-86.801871,33.506161
"BURKE MEDICAL CENTER",110113,"351 SOUTH LIBERTY STREET","WAYNESBORO","GA",30830,"351 SOUTH LIBERTY STREET, WAYNESBORO, GA, 30830, USA",-86.801871,33.506161
"CHESTATEE REGIONAL HOSPITAL",110187,"227 MOUNTAIN DRIVE","DAHLONEGA","GA",30533,"227 MOUNTAIN DRIVE, DAHLONEGA, GA, 30533, USA",-86.801871,33.506161
"HSHS GOOD SHEPHERD HOSPITAL INC",140019,"200 S CEDAR ST","SHELBYVILLE","IL",62565,"200 S CEDAR ST, SHELBYVILLE, IL, 62565, USA",-86.801871,33.506161
"SARTORI MEMORIAL HOSPITAL",160040,"515 COLLEGE STREET","CEDAR FALLS","IA",50613,"515 COLLEGE STREET, CEDAR FALLS, IA, 50613, USA",-86.801871,33.506161
"LAKES REGIONAL HEALTHCARE",160124,"2301 HIGHWAY 71","SPIRIT LAKE","IA",51360,"2301 HIGHWAY 71, SPIRIT LAKE, IA, 51360, USA",-86.801871,33.506161
"GEARY COMMUNITY HOSPITAL",170074,"1102 ST MARY'S ROAD","JUNCTION CITY","KS",66441,"1102 ST MARY'S ROAD, JUNCTION CITY, KS, 66441, USA",-86.801871,33.506161
